loan_id,stage,pd,lgd_estimate,ead_estimate,discount_factor,ecl,pool_id
LN-0000021,1,0.0164576421886361,0.85,929.4050325,0.9272783982488675,12.06,POOL-02
LN-0000022,1,0.0323193994349249,0.45,0.0,0.8884836733555957,0.0,POOL-04
LN-0000023,1,0.0530872966311044,0.85,0.0,0.864660954428744,0.0,POOL-01
LN-0000024,1,0.0250384721662602,0.85,3385.76790375,0.877169994337227,63.21,POOL-01
LN-0000025,1,0.0303230315780448,0.85,0.0,0.9140767824497257,0.0,POOL-10
LN-0000026,1,0.0543260416723195,0.85,1768.4051355,0.9085127646043427,74.19,POOL-06
LN-0000027,3,1.0,0.935,0.0,0.8270476608379436,0.0,POOL-02
LN-0000028,1,0.0474934813708255,0.0,3105.144213,0.9136304564340615,0.0,POOL-10
LN-0000029,1,0.0463833361003384,0.85,3017.19109175,0.9213948682668733,109.6,POOL-06
LN-0000030,1,0.0824629299239449,0.85,8526.797702999998,0.816322372366038,487.89,POOL-02
LN-0000031,1,0.1967314165005409,0.1637764865687463,416745.18087125,0.4447607309874613,5972.03,POOL-04
LN-0000032,1,0.019740453413221,0.0,1982.5689,0.9209240136145548,0.0,POOL-05
LN-0000033,1,0.0544010555290211,0.0,14205.1077,0.8687926778764737,0.0,POOL-05
LN-0000034,1,0.0441256708000981,0.0,331800.9176005,0.6029789202305385,0.0,POOL-07
LN-0000035,1,0.0345324076530122,0.45,0.0,0.9042091215027704,0.0,POOL-07
LN-0000036,1,0.0356216591674779,0.85,3384.7449665,0.8352309502111813,85.6,POOL-10
LN-0000037,1,0.0835816782735381,0.1481085773746073,285612.9673554999,0.5310199273401384,1877.5,POOL-06
LN-0000038,3,1.0,0.495,0.0,0.5943014499514745,0.0,POOL-04
LN-0000039,1,0.0141493820567538,0.85,5500.644075,0.8525955994130733,56.4,POOL-09
LN-0000040,1,0.034397647119567,0.85,0.0,0.9560736281530443,0.0,POOL-08
LN-0000041,3,1.0,0.495,0.0,0.868532013248746,0.0,POOL-01
LN-0000042,1,0.086828592474668,0.85,1264.3750821666663,0.9175084207588953,85.62,POOL-10
LN-0000043,3,1.0,0.495,0.0,0.5512755507252265,0.0,POOL-07
LN-0000044,1,0.1015764959286947,0.0,12973.398109666668,0.8463081761963385,0.0,POOL-06
LN-0000045,2,0.21274028097014758,0.0,19890.835762,0.8854158252888419,0.0,POOL-02
LN-0000046,1,0.1356637658565134,0.0,5774.151604000001,0.9152710659179598,0.0,POOL-01
LN-0000047,1,0.055280960489057,0.85,1514.176525,0.9203016875297622,65.48,POOL-10
LN-0000048,2,0.223820875662618,0.0,5925.579252833333,0.8949396722899795,0.0,POOL-10
LN-0000049,2,0.3177011602138132,0.0,9892.519682499998,0.9016973108347472,0.0,POOL-04
LN-0000050,1,0.0411921322807609,0.85,0.0,0.954721916877008,0.0,POOL-05
LN-0000051,1,0.0802460692177878,0.1462845082563157,268616.32405025,0.5340837900093632,1684.08,POOL-04
LN-0000052,1,0.0363797162986903,0.0,190970.050799,0.6270901772185092,0.0,POOL-04
LN-0000053,1,0.0706308078434995,0.0149645397318247,336680.80181166664,0.7647939920999609,272.16,POOL-05
LN-0000054,1,0.0953449632016026,0.0,17141.830380666663,0.9003289000508063,0.0,POOL-04
LN-0000055,1,0.0715678654263198,0.0,10127.230655,0.9056489162860165,0.0,POOL-08
LN-0000056,1,0.0428316250323737,0.0237453891217147,243994.50166875,0.6135706496553615,152.26,POOL-10
LN-0000057,1,0.0266528853511311,0.0,11204.1162145,0.8946620195153978,0.0,POOL-09
LN-0000058,1,0.0588737923804312,0.85,1519.5032054999997,0.9198732869833768,69.95,POOL-06
LN-0000059,1,0.0724719840197556,0.0,12529.369031249998,0.8799231398217421,0.0,POOL-08
LN-0000060,1,0.0747822617791108,0.85,0.0,0.9506150092001543,0.0,POOL-02
LN-0000061,1,0.1151840625986013,0.0,19754.94855,0.8396192830323018,0.0,POOL-07
LN-0000062,1,0.0840260227957264,0.85,2361.7395866666666,0.917856188708667,154.82,POOL-05
LN-0000063,3,1.0,0.935,0.0,0.9171610478088162,0.0,POOL-01
LN-0000064,1,0.0143070931213693,0.85,0.0,0.8872731002335392,0.0,POOL-08
LN-0000065,1,0.0414270811352757,0.0,19411.04118825,0.9430020409584248,0.0,POOL-01
LN-0000066,1,0.0679095045288622,0.45,0.0,0.9299599960020843,0.0,POOL-03
LN-0000067,1,0.0700173502350457,0.1084950099946961,275249.4292355,0.5536652396947828,1157.68,POOL-08
LN-0000068,1,0.0244184955691456,0.85,6259.678342166666,0.925212302755615,120.21,POOL-03
LN-0000069,1,0.0420375023097641,0.0096297560778123,267260.72269333334,0.6465538999720534,69.95,POOL-01
LN-0000070,1,0.0163859875077754,0.85,0.0,0.9217439395335976,0.0,POOL-10
LN-0000071,1,0.1143074968946594,0.0,3261.451409333333,0.9251959528739497,0.0,POOL-03
LN-0000072,1,0.0559024810050883,0.85,2638.9586979999995,0.821658767348832,103.03,POOL-05
LN-0000073,1,0.0398872042391804,0.85,3358.168086,0.9224527047561369,105.03,POOL-08
LN-0000074,1,0.0510686537797827,0.85,3782.799562666666,0.907770515613653,149.06,POOL-03
LN-0000075,1,0.0314259786568547,0.85,0.0,0.8736851102752262,0.0,POOL-02
LN-0000076,1,0.047803532410852,0.0,10739.569887833331,0.9159052357182417,0.0,POOL-01
LN-0000077,1,0.1149740301271168,0.0,13698.0502285,0.8991340943052839,0.0,POOL-08
LN-0000078,1,0.1319720110239939,0.0060893050312649,247134.173958,0.4701553024545745,93.37,POOL-08
LN-0000079,1,0.0515383120834904,0.85,0.0,0.9090082719752749,0.0,POOL-09
LN-0000080,1,0.1026159798104967,0.112893684876744,346339.0286566667,0.5204431960993084,2088.14,POOL-04
LN-0000081,3,1.0,0.495,0.0,0.8545312165903822,0.0,POOL-10
LN-0000082,1,0.0720388739436009,0.1463327399475296,305419.8875103333,0.552070888979912,1777.46,POOL-03
LN-0000083,1,0.0361707810088604,0.1708842468644121,255143.12082875,0.6409279226083684,1010.77,POOL-10
LN-0000084,1,0.0225457890829917,0.0,20340.88563283333,0.906138594467238,0.0,POOL-04
LN-0000085,1,0.0657709976891229,0.45,0.0,0.5900127541487132,0.0,POOL-05
LN-0000086,1,0.0820292874760848,0.0,12401.507558333333,0.8747195858336256,0.0,POOL-06
LN-0000087,1,0.057032341206137,0.0870596601803893,233496.7417618333,0.5765093366346815,668.38,POOL-05
LN-0000088,1,0.0425649444726491,0.0922081005997345,279245.9303986667,0.6162494733349823,675.41,POOL-09
LN-0000089,1,0.0738277565541346,0.45,0.0,0.9263831443205953,0.0,POOL-10
LN-0000090,2,0.0987073738995474,0.85,427.417648,0.9084302325581395,32.58,POOL-01
LN-0000091,3,1.0,0.495,0.0,0.864644870982768,0.0,POOL-05
LN-0000092,1,0.1892075642517499,0.0238392055132072,246176.15066416663,0.47759431533295493,530.32,POOL-02
LN-0000093,1,0.1021661910096783,0.0202974052130049,232837.0722903333,0.7167724127598993,346.08,POOL-08
LN-0000094,1,0.0360155473791877,0.0160893580380225,231329.132034,0.803500212169201,107.71,POOL-02
LN-0000095,1,0.0425188280963049,0.85,2079.209905,0.9217470759636716,69.26,POOL-02
LN-0000096,1,0.0623010892918329,0.45,0.0,0.9311573978460056,0.0,POOL-02
LN-0000097,1,0.0604555011111361,0.85,6533.066993999999,0.9061254077564336,304.2,POOL-01
LN-0000098,1,0.0799501809626901,0.0,11470.418930666669,0.8826461261250172,0.0,POOL-07
LN-0000099,1,0.0575427169529333,0.0,17654.501317333332,0.8677986360073888,0.0,POOL-10
LN-0000100,1,0.0302668070466964,0.0,14173.101953,0.9074742758070717,0.0,POOL-06
LN-0000101,1,0.1294612575778663,0.1441164870367685,234946.24350116664,0.47964485549060026,2102.53,POOL-03
LN-0000102,1,0.0345673077793962,0.0,16253.958897583332,0.8856709393360502,0.0,POOL-08
LN-0000103,1,0.0240557508667754,0.0777890082130504,453762.43911525,0.691476783309491,587.14,POOL-08
LN-0000104,1,0.153206762642083,0.45,0.0,0.4769128815348773,0.0,POOL-06
LN-0000105,1,0.1091291642589507,0.0,13392.042362666663,0.891341353218755,0.0,POOL-07
LN-0000106,1,0.034726396677719,0.0,209659.27277475,0.629832016833399,0.0,POOL-10
LN-0000107,1,0.0785992227885473,0.0,265236.7641495833,0.7446235667517644,0.0,POOL-06
LN-0000108,1,0.1179089443189711,0.45,0.0,0.49426423412133536,0.0,POOL-10
LN-0000109,1,0.022026219036185,0.0,6095.486503583333,0.9204786279210148,0.0,POOL-09
LN-0000110,1,0.0229010072572415,0.0,3204.5337426666665,0.9331500278302667,0.0,POOL-07
LN-0000111,1,0.035421494292309,0.0,8956.1798405,0.9242007170244906,0.0,POOL-05
LN-0000112,1,0.0143466905064692,0.85,0.0,0.9233610341643583,0.0,POOL-06
LN-0000113,1,0.0577171459547193,0.0,238618.194446,0.5617110003450029,0.0,POOL-10
LN-0000114,3,1.0,0.495,0.0,0.5049972858177408,0.0,POOL-07
LN-0000115,1,0.05090389626194,0.0,346265.2197866666,0.584909850352195,0.0,POOL-05
LN-0000116,1,0.0451581610312711,0.0902453087004179,247578.1047303333,0.6126804709014705,618.17,POOL-04
LN-0000117,1,0.0470843987474065,0.85,0.0,0.8261458370131245,0.0,POOL-05
LN-0000118,1,0.0416085655657669,0.0,20903.14310333333,0.8979429671630619,0.0,POOL-09
LN-0000119,1,0.0888133580397433,0.0,15145.324352,0.9008416888201654,0.0,POOL-07
LN-0000120,1,0.1190815891978558,0.1686336858979169,470871.42033749993,0.5167204423157676,4885.93,POOL-05
LN-0000121,1,0.0699260631997487,0.85,8275.067193333332,0.904649900488511,444.95,POOL-07
LN-0000122,1,0.0387262182851495,0.85,1542.2075416666669,0.922295758314379,46.82,POOL-09
LN-0000123,1,0.1156505375238923,0.1305476883405602,296219.83443,0.5079012300638447,2271.49,POOL-05
LN-0000124,1,0.055871211217816,0.45,0.0,0.5908678449478585,0.0,POOL-10
LN-0000125,1,0.0225625097584907,0.85,0.0,0.9586181318237599,0.0,POOL-06
LN-0000126,1,0.1308818906581093,0.0103024445288689,261395.9354375,0.49852796532228455,175.71,POOL-01
LN-0000127,1,0.0692007041969241,0.85,0.0,0.9519061969314169,0.0,POOL-02
LN-0000128,1,0.0286214319090406,0.85,2185.834242,0.9147457006952068,48.64,POOL-03
LN-0000129,1,0.0813154819702867,0.0,21007.460648,0.8569635916576904,0.0,POOL-06
LN-0000130,1,0.023538994120423,0.0,355844.86406124994,0.8364351091983289,0.0,POOL-03
LN-0000131,1,0.1673108016660997,0.0,22597.347951666667,0.9117877616431848,0.0,POOL-02
LN-0000132,1,0.0510042054930308,0.45,0.0,0.5866055677171658,0.0,POOL-08
LN-0000133,1,0.1502261787702817,0.0727252957131979,192175.3290375,0.48794141029274274,1024.46,POOL-03
LN-0000134,1,0.0619121009631106,0.85,8543.567660833332,0.8197257156769058,368.55,POOL-02
LN-0000135,2,0.104910943796794,0.0,7606.078877833333,0.9211468196073067,0.0,POOL-08
LN-0000136,1,0.0909995438914459,0.85,0.0,0.8547507494841069,0.0,POOL-08
LN-0000137,1,0.0506434495566626,0.85,4861.47337575,0.9213948682668733,192.82,POOL-10
LN-0000138,1,0.0498600212467371,0.0,8948.047551583333,0.8720338180688638,0.0,POOL-10
LN-0000139,1,0.0535529024928878,0.0,15495.543088,0.9134558245318591,0.0,POOL-02
LN-0000140,1,0.1700997382997053,0.0969255537043495,264385.29677466664,0.4517717197668454,1969.24,POOL-02
LN-0000141,1,0.1635921443189433,0.0714572906865457,203122.22756783327,0.4688160839238397,1113.19,POOL-03
LN-0000142,1,0.0559731612816488,0.0,22612.0885045,0.9110162259369069,0.0,POOL-03
LN-0000143,1,0.1545801720601455,0.0,472696.5947985,0.6900959967491972,0.0,POOL-10
LN-0000144,1,0.0742078563814154,0.85,1661.5587589999998,0.9184754204800382,96.26,POOL-10
LN-0000145,1,0.0521896139333229,0.0,355204.26360075,0.585757054507207,0.0,POOL-07
LN-0000146,3,1.0,0.495,0.0,0.8755492543632414,0.0,POOL-10
LN-0000147,1,0.0308153590016146,0.0,140696.20213649998,0.6503338010067377,0.0,POOL-08
LN-0000148,1,0.0818203411112977,0.1433010777125377,295952.26913,0.5394910143334858,1872.05,POOL-08
LN-0000149,1,0.129085569839747,0.0,17740.48023416667,0.8615932576710585,0.0,POOL-04
LN-0000150,1,0.0747456356081274,0.0,4258.221407999999,0.8780448802743075,0.0,POOL-03
LN-0000151,1,0.0921106490554803,0.45,0.0,0.7203823102335679,0.0,POOL-06
LN-0000152,1,0.089998387611682,0.85,7906.038304500001,0.8114762147273502,490.78,POOL-09
LN-0000153,1,0.0233920032051707,0.0,171682.26541875,0.7037354855694226,0.0,POOL-03
LN-0000154,1,0.1152760069902443,0.0162940104847785,440949.5109865833,0.7030392834837434,582.28,POOL-01
LN-0000155,1,0.0719563268602877,0.0,196776.315697,0.5387149917189019,0.0,POOL-02
LN-0000156,1,0.109544873068732,0.0,18899.72011575,0.8446293110429018,0.0,POOL-05
LN-0000157,1,0.0230489161618848,0.0,175499.87571549998,0.6894559076370012,0.0,POOL-05
LN-0000158,1,0.0270074305625848,0.85,0.0,0.9163383121048292,0.0,POOL-08
LN-0000159,1,0.0449608558545223,0.85,0.0,0.9090909090909091,0.0,POOL-07
LN-0000160,1,0.1051632260926541,0.85,0.0,0.9495858335005062,0.0,POOL-09
LN-0000161,1,0.0589440193810655,0.85,5522.164787999999,0.9199511334936488,254.53,POOL-03
LN-0000162,3,1.0,0.495,0.0,0.4056320373414813,0.0,POOL-06
LN-0000163,1,0.0589865439451315,0.0,232572.870112,0.5731852481745312,0.0,POOL-02
LN-0000164,2,0.3275846256162256,0.85,8123.272789166666,0.8130867945760606,1839.12,POOL-05
LN-0000165,2,0.9224105621887095,0.0,114940.95767533332,0.7494738156500218,0.0,POOL-02
LN-0000166,1,0.0719547848194019,0.1181552472402202,319158.836398,0.5698815959330709,1546.34,POOL-07
LN-0000167,1,0.0406373219034872,0.0,192837.4288925,0.6144622081300132,0.0,POOL-09
LN-0000168,1,0.038980579662326,0.85,10444.534816,0.8696286765684363,300.95,POOL-07
LN-0000169,1,0.051079304239868,0.128420335664092,224456.47765125,0.5874553921313789,864.94,POOL-09
LN-0000170,1,0.1013495520718018,0.0,385105.57925866666,0.5182061239961453,0.0,POOL-09
LN-0000171,1,0.1079078659704138,0.0,166603.67673416666,0.49003937798420966,0.0,POOL-04
LN-0000172,1,0.0896733373394541,0.1292530056727925,420780.34437591664,0.5402682294528299,2634.93,POOL-04
LN-0000173,1,0.0403896796337288,0.85,0.0,0.9549395470781243,0.0,POOL-02
LN-0000174,1,0.072400091474473,0.134445742122003,152002.00499233333,0.5481063984694803,810.96,POOL-05
LN-0000175,1,0.0381546890205224,0.85,6804.09594375,0.8302157004166646,183.2,POOL-04
LN-0000176,1,0.0630622135174301,0.0,26624.014948666667,0.8864359285703122,0.0,POOL-06
LN-0000177,1,0.0793186833763325,0.1718941182429917,168288.06587149997,0.5371665162319063,1232.53,POOL-03
LN-0000178,1,0.0408397538296253,0.0,5392.85868975,0.9007443904350754,0.0,POOL-07
LN-0000179,2,0.2903847146188182,0.45,0.0,0.9206031124633887,0.0,POOL-06
LN-0000180,1,0.0465746058190097,0.85,4805.963177416666,0.9213166547046369,175.29,POOL-07
LN-0000181,1,0.0297247686619993,0.0,340592.18753699993,0.6589250330573115,0.0,POOL-03
LN-0000182,1,0.060475668514171,0.0,12224.737432,0.8635908347931472,0.0,POOL-07
LN-0000183,1,0.0563234401678536,0.0,5051.632732,0.9318237318696526,0.0,POOL-10
LN-0000184,2,0.3166908346610896,0.85,11537.569418666666,0.8157326506064353,2533.47,POOL-07
LN-0000185,1,0.0712937237432931,0.0,32758.127902666663,0.9118863880019681,0.0,POOL-08
LN-0000186,1,0.143942609949106,0.0,202197.9537135,0.7172868550067596,0.0,POOL-01
LN-0000187,1,0.0848198843368664,0.0395759052401003,306504.3897046666,0.5457422894135807,561.5,POOL-10
LN-0000188,1,0.126139356292878,0.85,2400.5661276666665,0.8030626819092569,206.7,POOL-02
LN-0000189,1,0.1669386501154258,0.45,0.0,0.6798387699657633,0.0,POOL-04
LN-0000190,2,0.3692401426833912,0.45,0.0,0.8635908347931472,0.0,POOL-02
LN-0000191,1,0.1167878586636831,0.85,3534.49092,0.8050815134968896,282.48,POOL-01
LN-0000192,2,0.99,0.0613592928746263,152791.827067,0.6126804709014705,5686.56,POOL-04
LN-0000193,1,0.0239890704722999,0.45,0.0,0.6884478330898738,0.0,POOL-08
LN-0000194,1,0.0531590325653302,0.85,0.0,0.954634906449224,0.0,POOL-10
LN-0000195,2,0.8958478368555065,0.45,0.0,0.8367741899941937,0.0,POOL-05
LN-0000196,1,0.0544077576039454,0.85,0.0,0.9072763563781527,0.0,POOL-01
LN-0000197,1,0.0282332846228399,0.85,4835.164116,0.9242238911507191,107.24,POOL-05
LN-0000198,1,0.0153341728945416,0.85,3903.846535916666,0.9225943352707814,46.94,POOL-03
LN-0000199,1,0.0307093713855781,0.85,5631.217106666666,0.8739247058071702,128.46,POOL-02
LN-0000200,1,0.0959392558664533,0.0,7888.708013333334,0.8734771454251973,0.0,POOL-03
LN-0000201,1,0.1371814632263489,0.0,12907.347121333332,0.8611875156205318,0.0,POOL-04
LN-0000202,1,0.036596250949128,0.0,247062.0718755,0.6261790622427532,0.0,POOL-05
LN-0000203,1,0.0649517911085734,0.0,180522.8721825,0.7505565050433696,0.0,POOL-09
LN-0000204,1,0.030688454914363,0.0,3827.15181225,0.9247340379368995,0.0,POOL-07
LN-0000205,1,0.0508671380069389,0.0,13995.211509,0.8732847031485965,0.0,POOL-07
LN-0000206,1,0.0718449345581262,0.0,8186.231027333331,0.9103209927458249,0.0,POOL-01
LN-0000207,1,0.0881655481290657,0.85,1807.704973,0.9174311926605504,124.29,POOL-09
LN-0000208,1,0.0381627890759318,0.0,9738.192258666666,0.8843963483305369,0.0,POOL-01
LN-0000209,1,0.0553022455593579,0.0234500546542607,396664.827575,0.5943014499514745,305.72,POOL-03
LN-0000210,1,0.0547041732103388,0.0735323411552226,297466.52102925006,0.585757054507207,700.9,POOL-06
LN-0000211,1,0.1008905683613905,0.0,690.3726813333334,0.9199500944053098,0.0,POOL-01
LN-0000212,2,0.99,0.45,0.0,0.5917242577539856,0.0,POOL-07
LN-0000213,2,0.6469689088742385,0.45,0.0,0.9081987214871552,0.0,POOL-10
LN-0000214,1,0.0804052155708178,0.0,227893.94039325,0.5418262449980725,0.0,POOL-09
LN-0000215,2,0.99,0.0782599978028524,167757.35418908333,0.5481063984694803,7123.96,POOL-03
LN-0000216,1,0.1209048432836226,0.0438766615076208,285211.35729624995,0.491443367225187,743.56,POOL-02
LN-0000217,1,0.0981036102082966,0.0,12472.584683499996,0.8955639128186801,0.0,POOL-10
LN-0000218,1,0.0507798885797629,0.45,0.0,0.5917242577539856,0.0,POOL-03
LN-0000219,1,0.0969704254770268,0.0,256503.21249,0.5241945725588646,0.0,POOL-10
LN-0000220,1,0.0317069922932164,0.85,0.0,0.873445624202614,0.0,POOL-04
LN-0000221,1,0.1050857732354912,0.85,0.0,0.8991188635137565,0.0,POOL-06
LN-0000222,1,0.0418370512237984,0.85,1215.0237493333334,0.9218253992060242,39.83,POOL-06
LN-0000223,2,0.0544024743952013,0.85,6297.580349999999,0.9205746178983235,268.08,POOL-06
LN-0000224,1,0.050099678947962,0.0,9507.440248,0.9146793002659447,0.0,POOL-10
LN-0000225,1,0.1664646698272579,0.0,528292.8591005,0.46948518383547866,0.0,POOL-09
LN-0000226,1,0.061235591978854,0.0044370202261296,166948.6800145,0.7620324077336171,34.57,POOL-05
LN-0000227,1,0.041715414804914,0.0611381263626292,341126.000845,0.6198406606436011,539.27,POOL-06
LN-0000228,3,1.0,0.935,0.0,0.9203406627203579,0.0,POOL-10
LN-0000229,2,0.2661529832290545,0.0,36462.56084566667,0.899881112370583,0.0,POOL-04
LN-0000230,1,0.0582664983004857,0.85,3655.7583825,0.9199900641609603,166.57,POOL-03
LN-0000231,1,0.050603574019925,0.85,6866.003505833333,0.9092562284051645,268.53,POOL-02
LN-0000232,1,0.0200160358157165,0.0,175271.90374833334,0.7109932772683744,0.0,POOL-07
LN-0000233,1,0.0347604899052759,0.85,0.0,0.9122422915526364,0.0,POOL-03
LN-0000234,1,0.0225960751635429,0.45,0.0,0.6985997526360618,0.0,POOL-09
LN-0000235,1,0.1972388246956253,0.0172048864205627,285823.9224423333,0.6635960257019647,643.65,POOL-05
LN-0000236,1,0.1180942007404581,0.85,0.0,0.8973438621679827,0.0,POOL-09
LN-0000237,1,0.0891553392461328,0.0,375611.6438305,0.5159793058354732,0.0,POOL-02
LN-0000238,1,0.0796369057001788,0.0,10740.464471999998,0.8569635916576904,0.0,POOL-06
LN-0000239,2,0.99,0.082027437400906,142978.22077291663,0.5402682294528299,6272.98,POOL-10
LN-0000240,1,0.0627338228020283,0.0,279123.0041829166,0.5823760707796746,0.0,POOL-08
LN-0000241,1,0.0956917889524337,0.85,0.0,0.9175084207588953,0.0,POOL-06
LN-0000242,1,0.1293174861338394,0.85,7252.110367083334,0.849923604355601,677.52,POOL-10
LN-0000243,1,0.0851410993813742,0.0222254711565511,193840.328569,0.5457422894135807,200.18,POOL-05
LN-0000244,1,0.0271501899402544,0.85,0.0,0.9155832265152902,0.0,POOL-09
LN-0000245,2,0.0740651114705218,0.85,6099.029445833334,0.9186304243492507,352.72,POOL-06
LN-0000246,1,0.0356927508765625,0.0992760061012757,186407.93018125,0.6560479149237445,433.34,POOL-10
LN-0000247,1,0.111362578729805,0.85,0.0,0.9483466947103832,0.0,POOL-04
LN-0000248,1,0.073728213073618,0.85,3000.827467,0.9185529126059283,172.74,POOL-04
LN-0000249,1,0.035400715052268,0.0,18530.7874825,0.8864368697687047,0.0,POOL-01
LN-0000250,1,0.0244840427615897,0.85,5075.930025833333,0.925093525901315,97.72,POOL-05
LN-0000251,1,0.0400461049631936,0.0,6351.063538749999,0.899881112370583,0.0,POOL-10
LN-0000252,2,0.7386980154115892,0.0,4990.056321999999,0.8813282363888726,0.0,POOL-05
LN-0000253,1,0.0398819130432418,0.85,0.0,0.8696286765684363,0.0,POOL-04
LN-0000254,1,0.0603266854600849,0.0433527730681579,227473.9364955,0.5707056004113219,339.52,POOL-10
LN-0000255,1,0.0880398717772324,0.45,0.0,0.7260967147626547,0.0,POOL-08
LN-0000256,1,0.0397077842450977,0.85,0.0,0.8291576676803063,0.0,POOL-04
LN-0000257,1,0.148328234659545,0.0,7242.052239583333,0.9123024113599476,0.0,POOL-07
LN-0000258,1,0.0548980255937803,0.084604759351604,425760.66195375,0.5943014499514745,1175.23,POOL-09
LN-0000259,1,0.0538442242748633,0.45,0.0,0.5707056004113219,0.0,POOL-04
LN-0000260,1,0.0829179486649447,0.0620482769691892,250006.93327266668,0.5363940594818206,689.94,POOL-03
LN-0000261,1,0.0290417106094879,0.0,20402.29363433333,0.9484692392060656,0.0,POOL-01
LN-0000262,1,0.1047695068561623,0.1011310905313782,190517.74892333333,0.5130260792810905,1035.61,POOL-06
LN-0000263,1,0.1225158411410818,0.85,6347.975801499999,0.9155068057770086,605.21,POOL-10
LN-0000264,1,0.0280224561482505,0.85,0.0,0.9570802290336905,0.0,POOL-01
LN-0000265,2,0.1550568576785928,0.85,333.1052925,0.832034188218231,36.53,POOL-05
LN-0000266,1,0.1052223302406034,0.0,329526.452942,0.503551959709722,0.0,POOL-04
LN-0000267,1,0.032925792778201,0.0,127955.95309466666,0.803500212169201,0.0,POOL-03
LN-0000268,1,0.0992684950658375,0.45,0.0,0.502830951871807,0.0,POOL-05
LN-0000269,1,0.0419554539132383,0.0,2195.0168459999995,0.8970834448987342,0.0,POOL-02
LN-0000270,1,0.050869491519611,0.0,222111.7338073333,0.7692361521366411,0.0,POOL-08
LN-0000271,1,0.0594068511503885,0.85,0.0,0.9560736281530443,0.0,POOL-01
LN-0000272,1,0.1755302701400998,0.0,359407.71780175,0.44602677263968066,0.0,POOL-08
LN-0000273,1,0.0415180954729529,0.0,168515.63856199998,0.6064876617565904,0.0,POOL-07
LN-0000274,1,0.019075069673749,0.85,0.0,0.8822583073801302,0.0,POOL-08
LN-0000275,1,0.0399559427130975,0.0,18902.867742416667,0.9411009187839794,0.0,POOL-07
LN-0000276,1,0.0502711255479514,0.0867042477164692,447651.4683013333,0.5951631725416623,1161.27,POOL-08
LN-0000277,1,0.0204024034048415,0.0,31357.265980000004,0.9066649092233834,0.0,POOL-05
LN-0000278,1,0.0553592780164622,0.85,6148.927074333334,0.9203016875297622,266.28,POOL-10
LN-0000279,1,0.0966778988526568,0.0,359638.11753975,0.5145004323654881,0.0,POOL-09
LN-0000280,1,0.1674272166450258,0.0,14192.31616725,0.829483618496534,0.0,POOL-07
LN-0000281,1,0.0521479990955212,0.85,0.0,0.9081002542680713,0.0,POOL-04
LN-0000282,1,0.0501708621822626,0.85,0.0,0.8656035353592136,0.0,POOL-10
LN-0000283,3,1.0,0.495,0.0,0.600361575877942,0.0,POOL-06
LN-0000284,1,0.0748169738718271,0.0,157824.79779349998,0.7376803243220335,0.0,POOL-08
LN-0000285,3,1.0,0.495,0.0,0.6915755835792069,0.0,POOL-04
LN-0000286,1,0.1151188977479373,0.45,0.0,0.9196891033160923,0.0,POOL-06
LN-0000287,1,0.0563485834913174,0.0214827655441635,192601.37768516663,0.5698815959330709,132.87,POOL-05
LN-0000288,1,0.0558626504685268,0.0775954218492694,340321.55835375004,0.585757054507207,864.1,POOL-10
LN-0000289,1,0.1161096081192513,0.0,144535.17718625,0.4844660588016105,0.0,POOL-02
LN-0000290,1,0.0576342571842668,0.0265023288076537,363975.7168786666,0.5951631725416623,330.88,POOL-01
