customer_id,age,income,employment_type,employment_years,credit_score,state,city,customer_segment
CUST-000219,36,58833.38,Salaried,5,777,NY,City_18,Medium
CUST-000220,42,121296.09,Self-Employed,1,710,NY,City_19,Premium
CUST-000221,69,41659.12,Self-Employed,0,844,NC,City_20,Low
CUST-000222,19,75618.48,Salaried,8,711,GA,City_21,High
CUST-000223,50,98629.69,Salaried,4,811,GA,City_22,High
CUST-000224,22,50009.74,Salaried,3,751,PA,City_23,Low
CUST-000225,36,93228.75,Salaried,5,693,IL,City_24,High
CUST-000226,55,73681.89,Salaried,3,755,TX,City_25,Medium
CUST-000227,42,73039.09,Salaried,2,678,NC,City_26,Medium
CUST-000228,29,49940.68,Salaried,6,663,NY,City_27,Low
CUST-000229,33,136441.19,Salaried,3,728,CA,City_28,Premium
CUST-000230,50,42538.54,Business Owner,0,746,NC,City_29,Low
CUST-000231,33,88707.72,Salaried,6,630,PA,City_30,High
CUST-000232,44,45058.57,Self-Employed,2,689,NC,City_31,Low
CUST-000233,42,72080.64,Salaried,7,590,NY,City_32,Medium
CUST-000234,34,110300.2,Salaried,18,680,IL,City_33,High
CUST-000235,67,63065.72,Self-Employed,3,643,TX,City_34,Medium
CUST-000236,49,20000.0,Salaried,6,657,GA,City_35,Low
CUST-000237,18,33470.7,Salaried,3,602,PA,City_36,Low
CUST-000238,44,20546.47,Business Owner,17,569,OH,City_37,Low
CUST-000239,34,78119.07,Self-Employed,4,771,CA,City_38,High
CUST-000240,52,74774.78,Business Owner,2,782,MI,City_39,Medium
CUST-000241,32,60771.06,Salaried,2,654,GA,City_40,Medium
CUST-000242,40,51501.67,Self-Employed,1,528,FL,City_41,Medium
CUST-000243,48,85641.26,Salaried,2,632,OH,City_42,High
CUST-000244,52,31471.95,Salaried,4,688,OH,City_43,Low
CUST-000245,27,133102.81,Salaried,0,809,CA,City_44,Premium
CUST-000246,37,78457.74,Self-Employed,3,590,TX,City_45,High
CUST-000247,36,42547.07,Salaried,1,610,NC,City_46,Low
CUST-000248,34,58348.66,Salaried,13,589,NC,City_47,Medium
CUST-000249,63,69316.84,Salaried,5,717,TX,City_48,Medium
CUST-000250,46,32753.69,Salaried,5,642,PA,City_49,Low
CUST-000251,26,112169.93,Self-Employed,5,560,NC,City_50,High
CUST-000252,53,133856.81,Self-Employed,6,665,IL,City_51,Premium
CUST-000253,67,80474.18,Self-Employed,1,661,PA,City_52,High
CUST-000254,54,131870.07,Professional,5,711,GA,City_53,Premium
CUST-000255,23,367783.06,Business Owner,3,686,NC,City_54,Premium
CUST-000256,36,24299.41,Salaried,4,585,OH,City_55,Low
CUST-000257,57,77372.54,Salaried,3,623,TX,City_56,High
CUST-000258,33,33502.41,Salaried,7,619,NC,City_57,Low
CUST-000259,47,191314.44,Business Owner,2,710,NC,City_58,Premium
CUST-000260,51,86944.81,Salaried,9,573,IL,City_59,High
CUST-000261,30,49334.86,Self-Employed,1,552,FL,City_60,Low
CUST-000262,41,64153.18,Professional,10,842,GA,City_61,Medium
CUST-000263,18,167212.92,Salaried,3,709,CA,City_62,Premium
CUST-000264,29,98382.1,Self-Employed,2,690,NC,City_63,High
CUST-000265,38,106148.62,Salaried,2,504,MI,City_64,High
CUST-000266,27,183155.54,Professional,6,712,NC,City_65,Premium
CUST-000267,61,132968.34,Business Owner,1,699,CA,City_66,Premium
CUST-000268,24,147214.79,Salaried,5,761,GA,City_67,Premium
CUST-000269,36,69525.02,Salaried,4,720,GA,City_68,Medium
CUST-000270,43,20000.0,Salaried,0,746,IL,City_69,Low
CUST-000271,59,79808.19,Salaried,0,719,NY,City_70,High
CUST-000272,24,50340.66,Professional,1,601,NC,City_71,Medium
CUST-000273,55,120378.27,Business Owner,5,680,FL,City_72,Premium
CUST-000274,42,25927.31,Salaried,1,642,GA,City_73,Low
CUST-000275,30,123276.44,Salaried,10,764,NC,City_74,Premium
CUST-000276,47,83982.85,Salaried,0,738,NC,City_75,High
CUST-000277,44,92736.94,Salaried,0,728,FL,City_76,High
CUST-000278,34,108716.64,Business Owner,14,747,NC,City_77,High
CUST-000279,42,73729.98,Salaried,1,673,FL,City_78,Medium
CUST-000280,37,61417.5,Salaried,3,749,NC,City_79,Medium
CUST-000281,43,148186.92,Salaried,4,730,FL,City_80,Premium
CUST-000282,49,107059.4,Salaried,2,673,CA,City_81,High
CUST-000283,61,113385.38,Business Owner,0,619,NY,City_82,Premium
CUST-000284,27,71376.83,Self-Employed,4,648,NY,City_83,Medium
CUST-000285,67,80094.44,Salaried,29,730,NC,City_84,High
CUST-000286,18,74406.55,Salaried,6,600,FL,City_85,Medium
CUST-000287,40,26337.49,Self-Employed,2,815,IL,City_86,Low
CUST-000288,49,32747.06,Professional,7,624,OH,City_87,Low
CUST-000289,45,69656.64,Salaried,10,613,FL,City_88,Medium
CUST-000290,34,24313.54,Salaried,3,641,GA,City_89,Low
CUST-000291,39,70203.97,Salaried,6,768,TX,City_90,Medium
CUST-000292,36,43856.91,Salaried,7,574,CA,City_91,Low
CUST-000293,34,71657.8,Salaried,1,795,MI,City_92,Medium
CUST-000294,52,83053.94,Self-Employed,3,764,MI,City_93,High
CUST-000295,46,24595.34,Salaried,11,811,GA,City_94,Low
CUST-000296,33,91152.52,Salaried,6,729,IL,City_95,High
CUST-000297,52,57269.14,Salaried,2,700,TX,City_96,Medium
CUST-000298,45,20000.0,Salaried,1,529,CA,City_97,Low
CUST-000299,51,56880.92,Professional,0,688,MI,City_98,Medium
CUST-000300,49,94187.86,Salaried,18,579,NC,City_99,High
CUST-000301,32,58796.34,Salaried,27,752,NC,City_0,Medium
CUST-000302,35,56684.3,Salaried,3,665,PA,City_1,Medium
CUST-000303,50,82253.63,Salaried,0,573,NY,City_2,High
CUST-000304,49,56257.67,Salaried,1,709,CA,City_3,Medium
CUST-000305,41,63892.17,Business Owner,1,646,FL,City_4,Medium
CUST-000306,43,33838.92,Salaried,3,758,GA,City_5,Low
CUST-000307,57,54955.16,Business Owner,6,649,IL,City_6,Medium
CUST-000308,34,232278.18,Salaried,1,563,IL,City_7,Premium
CUST-000309,48,83474.18,Salaried,1,634,TX,City_8,High
CUST-000310,39,88143.19,Professional,1,673,IL,City_9,High
CUST-000311,39,51003.0,Salaried,4,775,IL,City_10,Medium
CUST-000312,55,59185.46,Salaried,2,686,CA,City_11,Medium
CUST-000313,51,65391.82,Salaried,0,662,NC,City_12,Medium
CUST-000314,51,126723.41,Self-Employed,3,685,OH,City_13,Premium
CUST-000315,57,153976.03,Salaried,5,794,PA,City_14,Premium
CUST-000316,42,57104.21,Business Owner,3,733,PA,City_15,Medium
CUST-000317,50,73953.53,Self-Employed,6,755,MI,City_16,Medium
CUST-000318,38,65135.4,Business Owner,3,725,PA,City_17,Medium
CUST-000319,45,118499.22,Self-Employed,3,680,GA,City_18,Premium
CUST-000320,40,99349.12,Salaried,0,706,OH,City_19,High
CUST-000321,43,71059.39,Business Owner,2,670,TX,City_20,Medium
CUST-000322,49,137452.14,Salaried,0,681,MI,City_21,Premium
CUST-000323,32,102345.7,Salaried,0,598,MI,City_22,High
CUST-000324,67,47219.8,Salaried,0,487,MI,City_23,Low
CUST-000325,29,75370.46,Salaried,0,580,PA,City_24,High
CUST-000326,27,67462.78,Salaried,0,651,TX,City_25,Medium
CUST-000327,55,41461.43,Business Owner,9,689,MI,City_26,Low
CUST-000328,51,65516.52,Salaried,2,650,TX,City_27,Medium
CUST-000329,49,148552.83,Salaried,0,819,FL,City_28,Premium
CUST-000330,49,144667.14,Professional,0,682,IL,City_29,Premium
CUST-000331,41,129727.74,Salaried,10,533,MI,City_30,Premium
CUST-000332,31,119698.3,Salaried,0,640,OH,City_31,Premium
CUST-000333,42,84968.29,Salaried,5,761,NC,City_32,High
CUST-000334,33,52282.96,Salaried,9,740,NC,City_33,Medium
CUST-000335,53,105187.3,Business Owner,17,637,GA,City_34,High
CUST-000336,40,27929.74,Salaried,1,840,CA,City_35,Low
CUST-000337,32,50116.93,Salaried,4,655,FL,City_36,Low
CUST-000338,38,145524.13,Salaried,1,729,GA,City_37,Premium
CUST-000339,46,55825.48,Business Owner,4,799,IL,City_38,Medium
CUST-000340,35,110109.33,Salaried,1,682,CA,City_39,High
CUST-000341,32,60319.34,Business Owner,9,668,TX,City_40,Medium
CUST-000342,44,104333.1,Salaried,8,667,IL,City_41,High
CUST-000343,44,29767.96,Professional,6,707,TX,City_42,Low
CUST-000344,35,160865.31,Self-Employed,4,689,MI,City_43,Premium
CUST-000345,36,38394.53,Professional,7,584,NY,City_44,Low
CUST-000346,44,33128.25,Salaried,11,709,NC,City_45,Low
CUST-000347,24,155761.31,Self-Employed,0,636,IL,City_46,Premium
CUST-000348,25,74873.25,Salaried,0,683,NY,City_47,Medium
CUST-000349,33,62410.88,Salaried,0,744,IL,City_48,Medium
CUST-000350,39,192111.46,Salaried,4,681,OH,City_49,Premium
CUST-000351,45,116295.82,Salaried,1,657,CA,City_50,Premium
CUST-000352,59,57270.61,Salaried,8,784,NY,City_51,Medium
CUST-000353,52,69190.03,Salaried,0,621,GA,City_52,Medium
CUST-000354,40,142855.68,Professional,0,761,TX,City_53,Premium
CUST-000355,41,42070.33,Salaried,2,697,PA,City_54,Low
CUST-000356,29,178316.83,Salaried,6,652,CA,City_55,Premium
CUST-000357,41,57482.04,Salaried,6,681,IL,City_56,Medium
CUST-000358,38,44460.2,Self-Employed,0,678,NY,City_57,Low
CUST-000359,45,143974.48,Self-Employed,0,741,GA,City_58,Premium
CUST-000360,32,116541.98,Salaried,0,850,NC,City_59,Premium
CUST-000361,48,25829.88,Salaried,0,717,TX,City_60,Low
CUST-000362,60,70343.69,Salaried,12,626,TX,City_61,Medium
CUST-000363,40,38643.13,Salaried,1,639,NC,City_62,Low
CUST-000364,46,121084.81,Self-Employed,0,803,MI,City_63,Premium
CUST-000365,50,210451.72,Business Owner,8,443,FL,City_64,Premium
CUST-000366,37,103556.72,Professional,6,709,TX,City_65,High
CUST-000367,44,47545.52,Salaried,17,688,OH,City_66,Low
CUST-000368,42,127926.08,Business Owner,0,560,PA,City_67,Premium
CUST-000369,43,72767.92,Self-Employed,0,690,CA,City_68,Medium
CUST-000370,32,71752.11,Salaried,6,632,MI,City_69,Medium
CUST-000371,42,56053.76,Professional,1,691,FL,City_70,Medium
CUST-000372,47,79861.9,Salaried,4,762,PA,City_71,High
CUST-000373,59,71873.18,Salaried,4,610,FL,City_72,Medium
CUST-000374,53,20000.0,Salaried,0,681,NY,City_73,Low
CUST-000375,67,76173.03,Salaried,2,644,NC,City_74,High
CUST-000376,32,69056.0,Salaried,0,720,NY,City_75,Medium
CUST-000377,52,92349.42,Salaried,1,643,IL,City_76,High
CUST-000378,44,22498.5,Salaried,10,619,MI,City_77,Low
CUST-000379,68,101971.13,Salaried,0,657,TX,City_78,High
CUST-000380,32,76298.44,Salaried,2,733,NY,City_79,High
CUST-000381,31,100944.35,Professional,10,720,CA,City_80,High
CUST-000382,34,28219.46,Salaried,6,792,MI,City_81,Low
CUST-000383,18,35753.79,Salaried,2,675,IL,City_82,Low
CUST-000384,35,24349.13,Salaried,4,695,MI,City_83,Low
CUST-000385,32,81881.95,Salaried,10,695,MI,City_84,High
CUST-000386,43,60973.92,Business Owner,11,579,CA,City_85,Medium
CUST-000387,46,68792.21,Salaried,1,735,FL,City_86,Medium
CUST-000388,64,32525.27,Self-Employed,1,758,NY,City_87,Low
CUST-000389,53,36291.69,Salaried,5,712,GA,City_88,Low
CUST-000390,35,20000.0,Salaried,1,657,CA,City_89,Low
CUST-000391,31,33453.6,Salaried,2,767,TX,City_90,Low
CUST-000392,47,50778.16,Self-Employed,1,716,MI,City_91,Medium
CUST-000393,26,52377.62,Self-Employed,0,826,CA,City_92,Medium
CUST-000394,63,72017.79,Salaried,2,709,CA,City_93,Medium
CUST-000395,56,118447.06,Self-Employed,4,704,TX,City_94,Premium
CUST-000396,36,49605.42,Salaried,10,747,MI,City_95,Low
CUST-000397,21,100560.7,Salaried,8,804,MI,City_96,High
CUST-000398,58,119634.91,Business Owner,2,688,GA,City_97,Premium
CUST-000399,40,149532.08,Salaried,19,672,PA,City_98,Premium
CUST-000400,56,100620.89,Salaried,0,720,MI,City_99,High
CUST-000401,22,78371.53,Salaried,6,707,GA,City_0,High
CUST-000402,34,39230.94,Salaried,5,721,TX,City_1,Low
CUST-000403,42,88322.42,Salaried,3,596,NC,City_2,High
CUST-000404,42,59842.44,Self-Employed,1,582,CA,City_3,Medium
CUST-000405,36,171293.89,Salaried,2,578,GA,City_4,Premium
CUST-000406,49,79221.63,Self-Employed,0,567,FL,City_5,High
CUST-000407,29,68136.07,Salaried,9,747,NY,City_6,Medium
CUST-000408,40,175395.8,Salaried,9,850,PA,City_7,Premium
CUST-000409,43,56152.03,Self-Employed,1,595,TX,City_8,Medium
CUST-000410,48,74856.31,Salaried,10,609,PA,City_9,Medium
CUST-000411,50,250415.97,Self-Employed,25,808,IL,City_10,Premium
CUST-000412,28,87990.55,Self-Employed,4,740,OH,City_11,High
CUST-000413,23,147314.72,Business Owner,5,639,PA,City_12,Premium
CUST-000414,57,184890.21,Self-Employed,0,621,FL,City_13,Premium
